0,1,2,3
[IRISH_BULL],,,
[ISLAM],,,
[ISLAMIC_REPUBLIC_OF_IRAN],,,
[ISLAMISM],,,
[ITALIAN],,,
[ITALIC],,,
[ITALY],,,
[JAINISM],,,
[JAMAICA],,,
[JAMAICA],,,
[JANSENISM],,,
[JAVA],,,
[JAVANESE],,,
[JESUITISM],,,
[JORDAN],,,
[JUDAISM],,,
[KAMPUCHEA],,,
[KASHMIRI],,,
[KECHUA],,,
[KECHUAN],,,
[KENYA],,,
[KINGDOM_OF_CAMBODIA],,,
[KORAN],,,
[KOREA],,,
[KOREAN],,,
[LAMAISM],,,
[LANCASTER],,,
[LAOS],,,
[LAPPLAND],,,
[LAPUTA],,,
[LATIN],,,
[LATIN_AMERICA],,,
[LATVIA],,,
[LEVITICUS],,,
[LIBERIA],,,
[LIBYA],,,
[LIECHTENSTEIN],,,
[LILLIPUT],,,
[LITHUANIA],,,
[LITHUANIAN],,,
[LITURGY],,,
[LIVERPOOL],,,
[LONDON],,,
[LORDSHIP],,,
[LOWLANDS],,,
[LUSITANIA],,,
[LUXEMBOURG],,,
[LUXEMBOURG],,,
[LUXEMBURG],,,
[LUXEMBURG],,,
[MACEDONIA],,,
[MADAGASCAR],,,
[MADAGASCAR],,,
[MAGYAR],,,
[MAHAYANA],,,
[MAHDISM],,,
[MAINE],,,
[MALAWI],,,
[MALAY],,,
[MALAYSIA],,,
[MALI],,,
[MANCHESTER],,,
[MANCHURIA],,,
[MANICHAEISM],,,
[MANX],,,
[MAOISM],,,
[MAPQUEST],mapquest,,
[MARXISM],,,
[MASORAH],,,
[MAURITANIA],,,
[MAURITIUS],,,
[MAURITIUS],,,
[MESOAMERICA],,,
[METHODISM],,,
[MEXICO],,,
[MITHRAISM],,,
[MOLDOVA],,,
[MONACO],,,
[MONGOLIA],,,
[MONGOLIA],,,
[MONGOLIAN],,,
[MONOPHYSITISM],,,
[MONTSERRAT],,,
[MOON],,,
[MOORISH],,,
[MOROCCO],,,
[MOZAMBIQUE],,,
[MOZART],,,
[MYCENAE],,,
[NAMIBIA],,,
[NAPLES],,,
[NAURU],,,
[NEPALI],,,
[NEW_CALEDONIA],,,
[NICAEA],,,
[NICARAGUA],,,
[NIGER],,,
[NILOTIC],,,
[NOBEL_PRIZE],,,
[NORTH_KOREA],,,
[NORTH_POLE],,,
[NORWAY],,,
[NORWEGIAN],,,
[NUMIDIA],,,
[OK],O.K.,,
[OCCIDENT],,,
[OLYMPIA],,,
[ORIENTALISM],,,
[OXFORD],,,
[PALESTINE],,,
[PALESTINE],,,
[PANAMA],,,
[PAPUA],,,
[PAPUAN],,,
[PARADISE],,,
[PARAGUAY],,,
[PARIS],,,
[PARTHIA],,,
[PELOPONNESUS],,,
[PERSIA],,,
[PERSIAN],,,
[PERU],,,
[PHILIPPINE],,,
[PING-PONG],,,
[PLATONISM],,,
[POLISH],,,
[PORTUGUESE],,,
[PRAKRIT],,,
[PRAKRIT],,,
[PRESIDENT],preside,,
[PRUSSIA],,,
[PSALM],,,
[PUNIC],,,
[PURANA],,,
[QUECHUA],,,
[QUECHUAN],,,
[QUECHUAN_LANGUAGE],,,
[RABBI],,,
[RENASCENCE],,,
[REPUBLIC_OF_ZIMBABWE],,,
[RESTORATION],restore,,
[RHODESIA],,,
[ROMAIC],,,
[ROMAN_NUMERAL],,,
[ROMAN_NUMERAL],,,
[ROMANIA],,,
[ROMANTICISM],,,
[ROUMANIA],,,
[RUMANIA],,,
[RURITANIA],,,
[RUSSIA],,,
[RUSSIA],,,
[SABAH],,,
[SAKTISM],,,
[SAMOA],,,
[SARAWAK],,,
[SARDINIA],,,
[SARDINIAN],,,
[SATANISM],,,
[SAUDI_ARABIA],,,
[SCANDINAVIA],,,
[SCANDINAVIA],,,
[SCHOLASTICISM],,,
[SCOTS],,,
[SCOTTISH],,,
[SCRIPTURE],,,
[SCYTHIA],,,
[SCYTHIAN],,,
[SEMITIC],,,
[SERBIA],,,
[SHAKTISM],,,
[SHINTOISM],,,
[SHIVAISM],,,
[SIAMESE],,,
[SIBERIA],,,
[SICILY],,,
[SIERRA_LEONE],,,
[SINGAPORE],,,
[SINGAPORE],,,
[SINGAPORE],,,
[SINOLOGY],,,
[SLAVIC],,,
[SLOVAKIA],,,
[SLOVENIA],,,
[SOMALI],,,
[SOMALIA],,,
[SOTHO],,,
[SOUTH_AFRICA],,,
[SOUTH_KOREA],,,
[SOUTH_POLE],,,
[SPARTA],,,
[SRI_LANKA],,,
[STALINISATION],stalinise,,
[STALINIZATION],stalinize,,
[STRAVINSKY],,,
[SUMER],,,
[SYRIA],,,
[TAHITI],,,
[TANTRISM],,,
[TANZANIA],,,
[TAOISM],,,
[TAOISM],,,
[TARTARUS],,,
[TASMANIA],,,
[TASMANIA],,,
[TEXAS],,,
[THAI],,,
[TIBET],,,
[TOBAGO],,,
[TONGA],,,
[TRANSFIGURATION],transfigure,,
[TRINIDAD],,,
[TROTSKYISM],,,
[TROY],,,
[TUNISIA],,,
[TUSCANY],,,
[TYROL],,,
[UKRAINE],,,
[URUGUAY],,,
[UTOPIA],,,
[VEDA],,,
[VEDISM],,,
[VENEZUELA],,,
[VENICE],,,
[WASHINGTON],,,
[WASHINGTON],,,
[WELSH],,,
[WEST_AFRICAN],,,
[WORDNET],,,
[X-RAYING],x-ray,,
[YUGOSLAVIA],,,
[ZAIRE],,,
[ZAMBIA],,,
[ZEN],,,
[ZIMBABWE],,,
[ZIONISM],,,
[\],,,
[ABANDONMENT],abandon,,
[ABANDONMENT],abandon,,
[ABANDONMENT],abandon,,
[ABASEMENT],abase,,
[ABASHMENT],abash,,
[ABASIA],,,
[ABATEMENT],abate,,
[ABBREVIATION],abbreviate,,
[ABDICATION],abdicate,,
[ABDICATION],abdicate,,
[ABDUCTION],abduct,,
[ABDUCTION],abduct,,
[ABERRANCE],aberrate,,
[ABERRANCY],,,
[ABERRATION],aberrate,,
[ABERRATION],aberrate,,
[ABERRATION],aberrate,,
[ABETMENT],abet,,
[ABETTAL],abet,,
[ABHORRENCE],abhor,,
[ABIDANCE],abide,,
[ABIDANCE],abide,,
[ABIENCE],,,
[ABIENCE],,,
[ABILITY],,,
[ABILITY],,,
[ABIOGENESIS],,,
[ABJURATION],abjure,,
[ABLATION],ablate,,
[ABLATION],ablate,,
[ABLUTION],,,
[ABNEGATION],abnegate,,
[ABNEGATION],abnegate,,
[ABNORMALITY],,,
[ABNORMALITY],,,
[ABNORMALITY],,,
[ABNORMALITY],,,
[ABOLISHMENT],abolish,,
[ABOLITION],abolish,,
[ABOLITIONISM],,,
[ABOMINATION],abominate,,
[ABOMINATION],abominate,,
[ABORTION],abort,,
[ABORTION],abort,,
[ABOULIA],,,
[ABOUT-FACE],about-face,,
[ABOUT-FACE],about-face,,
[ABRASION],abrade,,
[ABRASION],abrade,,
[ABRASION],abrade,,
[ABREACTION],abreact,,
[ABRIDGEMENT],abridge,,
[ABRIDGMENT],,,
[ABROGATION],abrogate,,
[ABSCISSION],abscise,,
[ABSCONDMENT],abscond,,
[ABSENCE],absent,,
[ABSENCE],,,
[ABSENCE],,,
[ABSENCE],,,
[ABSENTMINDEDNESS],,,
[ABSOLUTE],,,
[ABSOLUTION],absolve,,
[ABSOLUTION],absolve,,
[ABSOLUTISM],,,
[ABSOLUTISM],,,
[ABSORPTION],absorb,,
[ABSORPTION],absorb,,
[ABSORPTION],absorb,,
[ABSORPTION],absorb,,
[ABSORPTION],absorb,,
[ABSTINENCE],,,
[ABSTRACT],abstract,,
[ABSTRACT],abstract,,
[ABSTRACTEDNESS],,,
[ABSTRACTION],abstract,,
[ABSTRACTION],abstract,,
[ABSTRACTIONISM],,,
[ABSTRUSENESS],,,
[ABSTRUSITY],,,
[ABSURDITY],,,
[ABSURDNESS],,,
[ABULIA],,,
[ABUSE],abuse,,
[ABUSE],abuse,,
[ABUSE],abuse,,
[ABUTMENT],abut,,
[ACADEMICIANSHIP],,,
[ACANTHOSIS],,,
[ACAPNIA],,,
[ACATALECTIC],,,
[ACCELERATION],,,
[ACCELERATION],,,
[ACCENT],accentuate,,
[ACCENT],accentuate,,
[ACCENT],accentuate,,
[ACCENT],accentuate,,
[ACCENT],accentuate,,
[ACCENTING],,,
[ACCENTUATION],accentuate,,
[ACCENTUATION],accentuate,,
[ACCEPTANCE],accept,,
[ACCEPTANCE],,,
[ACCEPTANCE],accept,,
[ACCEPTANCE],accept,,
[ACCEPTANCE],accept,,
[ACCEPTATION],accept,,
[ACCEPTATION],accept,,
[ACCEPTATION],accept,,
[ACCESS],access,,
[ACCESSION],accede,,
[ACCESSION],access,accede,
[ACCIDENT],,,
[ACCLAIM],acclaim,,
[ACCLAMATION],acclaim,,
[ACCLIMATION],acclimate,,
[ACCLIMATISATION],acclimatise,,
[ACCLIMATIZATION],acclimatize,,
[ACCOLADE],,,
[ACCOMMODATION],accommodate,,
[ACCOMMODATION],accommodate,,
[ACCOMMODATION],accommodate,,
[ACCOMMODATION],,,
[ACCOMMODATION],accommodate,,
[ACCOMPANIMENT],accompany,,
[ACCOMPANIMENT],accompany,,
[ACCOMPANIMENT],accompany,,
[ACCOMPLISHMENT],accomplish,,
[ACCORDANCE],,,
[ACCORDANCE],accord,,
[ACCOUNT],account,,
[ACCOUNT],account,,
[ACCOUNT],,,
[ACCOUNT],,,
[ACCOUNTANCY],,,
[ACCOUNTANTSHIP],,,
[ACCOUNTING],account,,
[ACCOUNTING],account,,
[ACCOUNTING],account,,
[ACCOUNTING],account,,
[ACCREDITATION],accredit,,
[ACCRETION],accrete,,
[ACCRETION],,,
[ACCRETION],,,
[ACCRETION],accrete,,
[ACCRETION],,,
[ACCRUAL],accrue,,
[ACCRUAL_BASIS],,,
[ACCRUAL_BASIS],,,
[ACCRUEMENT],accrue,,
[ACCULTURATION],acculturate,,
[ACCULTURATION],,,
[ACCUMULATION],accumulate,,
[ACCUSAL],accuse,,
[ACCUSATION],accuse,,
[ACCUSATION],accuse,,
[ACCUSATIVE],,,
[ACE],ace,,
[ACETYLATION],acetylate,,
[ACHE],ache,,
[ACHIEVABILITY],,,
[ACHIEVEMENT],achieve,,
[ACHING],ache,,
[ACHONDROPLASIA],,,
[ACIDIFICATION],acidify,,
[ACIDIMETRY],,,
[ACIDOSIS],,,
[ACIDULOUSNESS],,,
[ACKNOWLEDGMENT],acknowledge,,
[ACKNOWLEDGMENT],acknowledge,,
[ACKNOWLEDGMENT],acknowledge,,
[ACOUSTICS],,,
[ACQUAINTANCE],acquaint,,
[ACQUAINTANCESHIP],,,
[ACQUIESCENCE],acquiesce,,
[ACQUIESCENCE],acquiesce,,
[ACQUIRING],acquire,,
[ACQUISITION],acquire,,
[ACQUISITION],acquire,,
[ACQUISITION],acquire,,
[ACQUITTAL],,,
[ACQUITTAL],acquit,,
[ACROBATICS],,,
[ACROMEGALY],,,
[ACRONYM],,,
[ACROPHOBIA],,,
[ACT],act,,
[ACT],act,,
[ACTING],act,,
[ACTINOMETRY],,,
[ACTINOMYCOSIS],,,
[ACTION],action,,
[ACTION],,,
[ACTION],act,,
[ACTION],act,,
[ACTION_REPLAY],,,
[ACTIVATION],,,
[ACTIVATION],,,
[ACTIVATION],activate,,
[ACTIVATION],activate,,
[ACTIVE_TRUST],,,
[ACTIVE_TRUST],,,
[ACTIVE_VOICE],,,
[ACTIVE_VOICE],,,
[ACTIVENESS],,,
[ACTIVENESS],,,
[ACTIVISM],,,
[ACTIVITY],,,
[ACTIVITY],,,
[ACTIVITY],,,
[ACTIVITY],,,
[ACTIVITY],,,
[ACTIVITY],,,
[ACTIVITY],,,
[ACTUAL_SIN],,,
[ACTUAL_SIN],,,
[ACTUALISATION],actualise,,
[ACTUALITY],,,
[ACTUALIZATION],actualize,,
[ACTUATION],actuate,,
[ACUITY],,,
[ACUMEN],acuminate,,
[ACUTENESS],,,
[AD-LIB],ad-lib,,
[ADAPTATION],adapt,,
[ADAPTION],adapt,,
[ADDICTION],addict,,
[ADDICTION],addict,,
[ADDITION],add,,
[ADDITION],add,,
[ADDITION],,,
[ADDRESS],address,,
[ADDRESS],address,,
[ADDRESS],address,,
[ADDRESS],address,,
[ADDRESS],address,,
[ADDUCTION],adduct,,
[ADENOCARCINOMA],,,
[ADEPTNESS],,,
[ADHERENCE],,,
[ADHESION],adhere,,
[ADIENCE],,,
[ADIENCE],,,
[ADJECTIVE],,,
[ADJECTIVE],,,
[ADJOURNMENT],adjourn,,
[ADJOURNMENT],adjourn,,
[ADJUNCTION],adjoin,,
[ADJURATION],adjure,,
[ADJUSTMENT],adjust,,
[ADJUSTMENT],adjust,,
[ADJUSTMENT],adjust,,
[ADJUSTMENT],adjust,,
[ADJUSTMENT],adjust,,
[ADMINISTRATION],administer,,
[ADMINISTRATION],administer,,
[ADMIRATION],admire,,
[ADMISSION],admit,,
[ADMISSION],admit,,
[ADMISSION],admit,,
[ADMIXTURE],admix,,
[ADMONISHMENT],admonish,,
[ADMONITION],admonish,,
[ADMONITION],admonish,,
[ADO],,,
[ADOLESCENCE],adolesce,,
[ADOPTION],adopt,,
[ADOPTION],adopt,,
[ADOPTION],adopt,,
[ADORNMENT],adorn,,
[ADROITNESS],,,
[ADSORPTION],adsorb,,
[ADULTERY],,,
[ADULTHOOD],,,
[ADVANCE],advance,,
[ADVANCE],,,
[ADVANCE],advance,,
[ADVANCE],,,
[ADVANCE],advance,,
[ADVANCE],advance,,
[ADVANCEMENT],advance,,
[ADVANCEMENT],advance,,
[ADVANCEMENT],advance,,
[ADVECTION],advect,,
[ADVENTURE],adventure,,
[ADVERB],adverbial,,
[ADVERB],adverbial,,
[ADVERBIAL],adverbial,,
[ADVERSITY],,,
[ADVERSITY],,,
[ADVERTENCE],advert,,
[ADVERTENCY],advert,,
[ADVERTISEMENT],advertise,,
[ADVERTISING],advertise,,
[ADVERTISING],advertise,,
[ADVERTIZEMENT],advertize,,
[ADVISEMENT],advise,,
[ADVISORY],advise,,
[ADVOCACY],advocate,,
[AERATION],aerate,,
[AERATION],aerate,,
[AEROBICS],,,
[AEROBIOSIS],,,
[AERODYNAMICS],,,
[AEROLOGY],,,
[AEROMECHANICS],,,
[AEROMEDICINE],,,
[AERONAUTICS],,,
[AEROPHILATELY],,,
[AEROSOL],aerosolize,aerosolise,
[AESTHETIC],,,
[AESTHETICS],,,
[AESTIVATION],aestivate,,
[AETIOLOGY],,,
[AETIOLOGY],,,
[AFFECT],affect,,
[AFFECTIONATENESS],,,
[AFFILIATION],affiliate,,
[AFFILIATION],affiliate,,
[AFFINITY],,,
[AFFINITY],,,
[AFFIRMATION],affirm,,
[AFFIRMATION],affirm,,
[AFFIRMATION],affirm,,
[AFFIRMATION],,,
[AFFIRMATIVE],,,
[AFFIRMATIVE],,,
[AFFIX],affix,,
[AFFIXATION],affix,,
[AFFIXATION],affix,,
[AFFIXATION],affix,,
[AFFLICTION],afflict,,
[AFFLICTION],afflict,,
[AFFLUENCE],,,
[AFFORESTATION],afforest,,
[AFFRIGHT],affright,,
[AFFRONT],affront,,
[AFTERTHOUGHT],,,
[AGAMOGENESIS],,,
[AGENCY],,,
[AGENCY],,,
[AGENCY],,,
[AGGLUTINATION],agglutinate,,
[AGGLUTINATION],agglutinate,,
[AGGRANDISEMENT],aggrandise,,
[AGGRANDIZEMENT],aggrandize,,
[AGGRAVATION],aggravate,,
[AGGRAVATION],aggravate,,
[AGGRAVATION],aggravate,,
[AGGRESSION],aggress,,
[AGGRESSION],aggress,,
[AGITATION],,,
[AGITATION],,,
[AGONY],agonise,,
[AGONY],agonize,agonise,
[AGORAPHOBIA],,,
[AGRANULOCYTOSIS],,,
[AGREEMENT],agree,,
[AGREEMENT],,,
[AGREEMENT],agree,,
[AGREEMENT],agree,,
[AGREEMENT],,,
[AGREEMENT],agree,,
[AGRICULTURE],,,
[AGRICULTURE],,,
[AGROBIOLOGY],,,
[AGROLOGY],,,
[AGRONOMY],,,
[AGRYPNIA],,,
[AID],aid,,
[AILMENT],ail,,
[AIM],aim,,
[AIM],aim,,
[AIM],aim,,
[AIR],,,
[AIR],air,,
[AIR_MAIL],,,
[AIR_MAIL],,,
[AIR_SICKNESS],,,
[AIRING],,,
[AIRLIFT],airlift,,
[AIRMAIL],airmail,,
[AIRMANSHIP],,,
[AIRSICKNESS],,,
[AIRWORTHINESS],,,
[ALARM],alarm,,
[ALARMISM],,,
[ALBINISM],,,
[ALBUMINURIA],,,
[ALCHEMY],alchemize,,
[ALERT],alert,,
[ALERT],alert,,
[ALERT],alert,,
[ALERTNESS],,,
[ALGEBRA],,,
[ALGIDITY],,,
[ALGOLAGNIA],,,
[ALGOMETRY],,,
[ALGOPHOBIA],,,
[ALGORITHM],,,
[ALIBI],alibi,,
[ALIBI],alibi,,
[ALIGNMENT],align,,
[ALIMENTATION],aliment,,
[ALIVENESS],,,
[ALKALOSIS],,,
[ALLEGEMENT],allege,,
[ALLEGIANCE],,,
[ALLEGORY],allegorize,allegorise,
[ALLEGORY],allegorize,allegorise,
[ALLEGORY],allegorize,allegorise,
[ALLEGRO],,,
[ALLERGY],,,
[ALLEVIATION],alleviate,,
[ALLEVIATION],alleviate,,
[ALLIANCE],ally,,
[ALLITERATION],alliterate,,
[ALLOCATION],allocate,,
[ALLOCATION],allocate,,
[ALLOCATION],allocate,,
[ALLOGAMY],,,
[ALLOGAMY],,,
[ALLOMERISM],,,
[ALLOMETRY],,,
[ALLOPATHY],,,
[ALLOPATHY],,,
[ALLOPATRY],,,
[ALLOPATRY],,,
[ALLOPHONE],,,
[ALLOTMENT],allot,,
[ALLOTROPISM],,,
[ALLOTROPY],,,
[ALLOWANCE],allow,,
[ALLOWANCE],allowance,allow,
[ALLUREMENT],allure,,
[ALLUSION],allude,,
[ALPHA],,,
[ALPHABET],alphabetize,alphabetise,
[ALPHABETIZATION],alphabetize,,
[ALPHANUMERICS],,,
[ALTERATION],alter,,
[ALTERATION],alter,,
[ALTERNATING_CURRENT],,,
[ALTERNATING_CURRENT],,,
[ALTERNATION],alternate,,
[ALTERNATIVE],,,
[ALTITUDE],,,
[ALTO],,,
[ALTO],,,
[ALVEOLAR],,,
[AMATEURISHNESS],,,
[AMATIVENESS],,,
[AMAUROSIS],,,
[AMAZEMENT],amaze,,
[AMBAGE],,,
[AMBASSADORSHIP],,,
[AMBIENCE],,,
[AMBIGUITY],,,
[AMBITION],ambition,,
[AMBIVALENCE],,,
[AMBLE],perambulate,ambulate,
[AMBLYOPIA],,,
[AMBULATION],ambulate,,
[AMBUSCADE],ambuscade,,
[AMBUSH],ambush,,
[AMELIORATION],ameliorate,,
[AMENDMENT],amend,,
[AMENDMENT],amend,,
[AMENORRHEA],,,
[AMENORRHOEA],,,
[AMERCEMENT],amerce,,
[AMETROPIA],,,
[AMIABILITY],,,
[AMITOSIS],,,
[AMITY],,,
[AMMONIFICATION],ammonify,,
[AMNESIA],,,
[AMNESTY],amnesty,,
[AMNESTY],amnesty,,
[AMNESTY],amnesty,,
[AMORALISM],,,
[AMOROUSNESS],,,
[AMOROUSNESS],,,
[AMORTISATION],amortise,,
[AMORTIZATION],amortize,,
[AMOUNT],amount,,
[AMPUTATION],amputate,,
[AMPUTATION],amputate,,
[AMUSEMENT],amuse,,
[AMUSEMENT],amuse,,
[AMYLOLYSIS],,,
[ANABIOSIS],,,
[ANABOLISM],,,
[ANABOLISM],,,
[ANAEMIA],,,
[ANAEMIA],,,
[ANAESTHESIA],,,
[ANAGLYPHY],,,
[ANAGRAM],anagrammatize,anagrammatise,
[ANALGESIA],,,
[ANALOGY],analogize,analogise,
[ANALOGY],analogize,analogise,
[ANALYSIS],analyze,,
[ANALYSIS],,,
[ANALYSIS],analyze,,
[ANALYSIS],,,
[ANALYSIS],analyze,,
[ANAMNESIS],,,
[ANAMNESIS],,,
[ANAMORPHISM],,,
[ANAMORPHISM],,,
[ANAPHASE],,,
[ANAPHRODISIA],,,
[ANAPHRODISIA],,,
[ANAPHYLAXIS],,,
[ANAPLASIA],,,
[ANARCHISM],,,
[ANARCHY],,,
[ANASARCA],,,
[ANASTALSIS],,,
[ANASTALSIS],,,
[ANATHEMA],anathematize,,
[ANATHEMATISATION],anathematise,,
[ANATHEMATIZATION],anathematize,,
[ANATOMICAL],,,
[ANATOMY],anatomize,anatomise,
[ANATOMY],anatomize,anatomise,
[ANCHOR],anchor,,
[ANCHORAGE],anchor,,
[ANCHORAGE],anchor,,
[ANDROGENESIS],,,
[ANDROGENY],,,
[ANECDOTE],,,
[ANEMIA],,,
[ANEMIA],,,
[ANENCEPHALY],,,
[ANESTHESIA],,,
[ANESTHESIOLOGY],,,
[ANESTRUM],,,
[ANESTRUS],,,
[ANESTRUS],,,
[ANEURISM],,,
[ANEURYSM],,,
[ANGER],anger,,
[ANGER],anger,,
[ANGER],anger,,
[ANGINA],,,
[ANGIOLOGY],,,
[ANGIOMA],,,
[ANGRINESS],,,
[ANGUISH],anguish,,
[ANGUISH],anguish,,
[ANIMADVERSION],animadvert,,
[ANIMALISM],,,
[ANIMATISM],,,
[ANIMISM],,,
[ANISEIKONIA],,,
[ANISOGAMY],,,
[ANISOMETROPIA],,,
[ANKYLOSIS],,,
[ANNALS],,,
[ANNALS],,,
[ANNEXATION],,,
