lemma,1820,1830,1840,1850,1860,1870,1880,1890,1900,1910,1920,1930,1940,1950,1960,1970,1980,1990,2000,sum,wpm
[PRESIDENT],1.0,1.0,0.0,1.0,2.0,4.0,7.0,7.0,1.0,2.0,0.0,2.0,5.0,2.0,0.0,0.0,3.0,2.0,4.0,44.0,0.38596491228070173
[CONSTITUTION],4.0,15.0,8.0,4.0,3.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,44.0,0.38596491228070173
[WOMAN],0.0,2.0,1.0,0.0,4.0,0.0,0.0,7.0,1.0,5.0,2.0,2.0,0.0,1.0,1.0,3.0,2.0,7.0,4.0,42.0,0.3684210526315789
[MONOPOLY],3.0,9.0,1.0,3.0,0.0,0.0,1.0,0.0,3.0,1.0,3.0,0.0,3.0,7.0,1.0,3.0,2.0,1.0,0.0,41.0,0.35964912280701755
[FAVOR],0.0,4.0,5.0,2.0,3.0,4.0,3.0,3.0,5.0,3.0,3.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,1.0,41.0,0.35964912280701755
[CONCESSION],0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,4.0,7.0,4.0,6.0,3.0,2.0,1.0,3.0,2.0,1.0,39.0,0.34210526315789475
[CREDIT],1.0,5.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,8.0,1.0,6.0,1.0,4.0,5.0,1.0,39.0,0.34210526315789475
[INTERVIEW],3.0,2.0,2.0,0.0,3.0,0.0,0.0,2.0,2.0,2.0,3.0,5.0,1.0,1.0,2.0,2.0,3.0,5.0,1.0,39.0,0.34210526315789475
[--],1.0,4.0,0.0,2.0,2.0,1.0,4.0,2.0,0.0,4.0,1.0,2.0,1.0,3.0,0.0,0.0,3.0,7.0,1.0,38.0,0.3333333333333333
[COUNTRY],1.0,4.0,1.0,0.0,3.0,0.0,1.0,4.0,0.0,2.0,1.0,2.0,13.0,1.0,1.0,2.0,1.0,0.0,1.0,38.0,0.3333333333333333
[ARMY],0.0,0.0,0.0,0.0,2.0,5.0,10.0,8.0,0.0,4.0,1.0,0.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,37.0,0.32456140350877194
[KING],1.0,3.0,5.0,4.0,3.0,1.0,4.0,0.0,6.0,1.0,1.0,0.0,3.0,1.0,1.0,0.0,3.0,0.0,0.0,37.0,0.32456140350877194
[CHILD],1.0,2.0,1.0,0.0,4.0,2.0,2.0,2.0,1.0,2.0,4.0,1.0,1.0,2.0,0.0,1.0,2.0,8.0,0.0,36.0,0.3157894736842105
[SCHOOL],1.0,0.0,0.0,0.0,3.0,1.0,3.0,4.0,0.0,0.0,2.0,2.0,0.0,0.0,3.0,1.0,4.0,8.0,3.0,35.0,0.30701754385964913
[LAW],2.0,2.0,2.0,3.0,0.0,0.0,0.0,2.0,4.0,2.0,2.0,2.0,3.0,2.0,1.0,0.0,0.0,6.0,2.0,35.0,0.30701754385964913
[SERVICE],1.0,18.0,0.0,1.0,0.0,1.0,0.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,2.0,1.0,34.0,0.2982456140350877
[CASE],5.0,2.0,5.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,4.0,0.0,2.0,0.0,0.0,1.0,34.0,0.2982456140350877
[LIFE],2.0,0.0,0.0,2.0,3.0,3.0,3.0,2.0,7.0,3.0,3.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,1.0,34.0,0.2982456140350877
[WISH],2.0,2.0,1.0,2.0,1.0,1.0,4.0,1.0,3.0,2.0,2.0,0.0,0.0,1.0,0.0,2.0,1.0,3.0,5.0,33.0,0.2894736842105263
[ACT],2.0,6.0,2.0,5.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,2.0,2.0,1.0,3.0,0.0,1.0,1.0,2.0,32.0,0.2807017543859649
[THING],5.0,11.0,3.0,0.0,2.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,32.0,0.2807017543859649
[LIBERTY],3.0,1.0,5.0,5.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,31.0,0.2719298245614035
[SUBSIDY],1.0,2.0,2.0,0.0,1.0,0.0,2.0,2.0,1.0,2.0,1.0,4.0,5.0,4.0,1.0,0.0,2.0,0.0,1.0,31.0,0.2719298245614035
[LETTER],6.0,8.0,0.0,0.0,1.0,2.0,3.0,5.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,31.0,0.2719298245614035
[COURT],1.0,4.0,0.0,1.0,0.0,0.0,3.0,5.0,1.0,1.0,1.0,5.0,1.0,4.0,0.0,0.0,0.0,2.0,1.0,30.0,0.2631578947368421
[PERSON],4.0,6.0,4.0,5.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,30.0,0.2631578947368421
[CITY],0.0,0.0,2.0,1.0,0.0,10.0,0.0,5.0,2.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,3.0,0.0,2.0,30.0,0.2631578947368421
[PROGRAM],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,11.0,3.0,9.0,30.0,0.2631578947368421
[CROWN],5.0,12.0,1.0,1.0,1.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,28.0,0.24561403508771928
[FREEDOM],0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,3.0,1.0,4.0,3.0,3.0,2.0,1.0,0.0,2.0,3.0,28.0,0.24561403508771928
[DIVORCE],0.0,0.0,0.0,1.0,1.0,0.0,6.0,1.0,0.0,5.0,1.0,1.0,4.0,5.0,1.0,0.0,0.0,2.0,0.0,28.0,0.24561403508771928
[FUND],0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,3.0,4.0,0.0,10.0,1.0,3.0,28.0,0.24561403508771928
[WAR],0.0,0.0,0.0,0.0,1.0,2.0,7.0,3.0,0.0,1.0,2.0,1.0,3.0,3.0,2.0,1.0,1.0,0.0,1.0,28.0,0.24561403508771928
[ADMINISTRATION],0.0,1.0,0.0,0.0,1.0,2.0,2.0,4.0,0.0,3.0,3.0,8.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,28.0,0.24561403508771928
[OTHER],2.0,6.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,1.0,0.0,1.0,1.0,0.0,28.0,0.24561403508771928
[COLLEGE],5.0,1.0,2.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,2.0,1.0,4.0,2.0,3.0,1.0,2.0,28.0,0.24561403508771928
[LOAN],0.0,5.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,4.0,3.0,4.0,4.0,1.0,0.0,27.0,0.23684210526315788
[WORD],3.0,3.0,0.0,1.0,0.0,2.0,2.0,4.0,2.0,0.0,1.0,3.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,26.0,0.22807017543859648
[INDIVIDUAL],1.0,1.0,2.0,3.0,2.0,0.0,4.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,0.0,4.0,0.0,26.0,0.22807017543859648
[DEMAND],1.0,2.0,0.0,1.0,0.0,1.0,0.0,3.0,4.0,4.0,0.0,0.0,6.0,1.0,1.0,2.0,0.0,0.0,0.0,26.0,0.22807017543859648
[PURPOSE],5.0,2.0,2.0,1.0,1.0,3.0,2.0,2.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,26.0,0.22807017543859648
[DEGREE],1.0,2.0,1.0,0.0,1.0,0.0,7.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,4.0,3.0,3.0,0.0,26.0,0.22807017543859648
[POINT],1.0,3.0,0.0,1.0,0.0,11.0,1.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,25.0,0.21929824561403508
[RELIEF],1.0,0.0,0.0,1.0,0.0,2.0,2.0,3.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,5.0,3.0,1.0,25.0,0.21929824561403508
[UNIVERSITY],1.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,4.0,3.0,5.0,3.0,0.0,25.0,0.21929824561403508
[SUBJECT],3.0,4.0,3.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,2.0,0.0,0.0,3.0,2.0,0.0,2.0,1.0,0.0,24.0,0.21052631578947367
[FOUNDATION],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,6.0,1.0,4.0,3.0,5.0,24.0,0.21052631578947367
[FACT],1.0,0.0,2.0,3.0,0.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,0.0,3.0,1.0,1.0,2.0,1.0,0.0,24.0,0.21052631578947367
[ORDER],0.0,1.0,1.0,0.0,2.0,6.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,24.0,0.21052631578947367
[GRANT],1.0,1.0,1.0,0.0,0.0,1.0,2.0,2.0,1.0,3.0,3.0,0.0,1.0,0.0,0.0,3.0,1.0,2.0,1.0,23.0,0.20175438596491227
[COMMISSION],1.0,7.0,3.0,2.0,0.0,2.0,0.0,0.0,1.0,2.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,23.0,0.20175438596491227
[PLACE],4.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,23.0,0.20175438596491227
[TERRITORY],3.0,8.0,1.0,2.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,22.0,0.19298245614035087
[INJUNCTION],1.0,2.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,2.0,2.0,7.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,22.0,0.19298245614035087
[TITLE],5.0,4.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,4.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,22.0,0.19298245614035087
[AID],0.0,4.0,2.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,3.0,1.0,0.0,1.0,4.0,1.0,2.0,0.0,0.0,22.0,0.19298245614035087
[INDEPENDENCE],2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,2.0,0.0,4.0,1.0,2.0,2.0,2.0,0.0,22.0,0.19298245614035087
[QUESTION],3.0,4.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,22.0,0.19298245614035087
[PETITION],5.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,21.0,0.18421052631578946
[LEAVE],1.0,0.0,0.0,1.0,0.0,2.0,1.0,3.0,2.0,0.0,1.0,4.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,20.0,0.17543859649122806
[PROTECTION],4.0,3.0,1.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,20.0,0.17543859649122806
[PARLIAMENT],1.0,5.0,3.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,20.0,0.17543859649122806
[PRAYER],2.0,5.0,2.0,0.0,3.0,1.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.17543859649122806
[//],1.0,1.0,1.0,1.0,2.0,2.0,5.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,19.0,0.16666666666666666
[RECOGNITION],0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,3.0,1.0,1.0,4.0,3.0,2.0,0.0,19.0,0.16666666666666666
[LINE],2.0,1.0,0.0,0.0,1.0,5.0,2.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,19.0,0.16666666666666666
[RAILROAD],0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,1.0,1.0,3.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,19.0,0.16666666666666666
[PART],1.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,1.0,1.0,3.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,19.0,0.16666666666666666
[APPLICATION],0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,4.0,3.0,2.0,2.0,18.0,0.15789473684210525
[SUPPLY],0.0,2.0,6.0,0.0,3.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.15789473684210525
[HOUSE],0.0,1.0,0.0,0.0,1.0,1.0,5.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,18.0,0.15789473684210525
[EDUCATION],2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,3.0,2.0,2.0,2.0,18.0,0.15789473684210525
[PARTY],0.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,2.0,0.0,18.0,0.15789473684210525
[REWARD],0.0,11.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,18.0,0.15789473684210525
[AMNESTY],0.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,3.0,1.0,2.0,2.0,0.0,0.0,18.0,0.15789473684210525
[VICTORY],1.0,1.0,0.0,0.0,4.0,1.0,1.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,18.0,0.15789473684210525
[STATUS],0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,3.0,5.0,2.0,2.0,18.0,0.15789473684210525
[EFFECT],2.0,0.0,2.0,1.0,0.0,1.0,2.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,17.0,0.14912280701754385
[SYSTEM],2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,5.0,1.0,2.0,17.0,0.14912280701754385
[RATE],1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,17.0,0.14912280701754385
[PRINCIPLE],2.0,3.0,1.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,17.0,0.14912280701754385
[CAUSE],2.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,1.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,17.0,0.14912280701754385
[REASON],1.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0,0.0,3.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,17.0,0.14912280701754385
[CORPORATION],0.0,3.0,0.0,0.0,2.0,4.0,0.0,0.0,2.0,0.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,17.0,0.14912280701754385
[WORK],0.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,0.0,0.0,2.0,0.0,17.0,0.14912280701754385
[FRANCHISE],0.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,1.0,4.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,17.0,0.14912280701754385
[INCREASE],0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,6.0,2.0,0.0,2.0,1.0,1.0,0.0,0.0,17.0,0.14912280701754385
[TAX],0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,5.0,2.0,0.0,17.0,0.14912280701754385
[SON],0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,2.0,1.0,0.0,2.0,0.0,3.0,0.0,0.0,4.0,17.0,0.14912280701754385
[CITIZEN],0.0,1.0,0.0,0.0,1.0,0.0,4.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,5.0,0.0,17.0,0.14912280701754385
[NATION],0.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,7.0,0.0,1.0,0.0,1.0,0.0,0.0,17.0,0.14912280701754385
[PEACE],2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,2.0,17.0,0.14912280701754385
[SAKE],4.0,3.0,0.0,0.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,17.0,0.14912280701754385
[TRADE],0.0,1.0,0.0,2.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,16.0,0.14035087719298245
[GROUND],1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,3.0,0.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,0.14035087719298245
[HAND],0.0,1.0,1.0,0.0,0.0,1.0,5.0,2.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,16.0,0.14035087719298245
[CONTRACT],0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,7.0,0.0,1.0,16.0,0.14035087719298245
[FRENCH],0.0,4.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,0.14035087719298245
[BOND],0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,16.0,0.14035087719298245
[MATTER],1.0,2.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,16.0,0.14035087719298245
[BOON],3.0,1.0,3.0,0.0,3.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,16.0,0.14035087719298245
[RESEARCH],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,6.0,2.0,2.0,16.0,0.14035087719298245
[KIND],0.0,3.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,16.0,0.14035087719298245
[TRIAL],2.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,2.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,16.0,0.14035087719298245
[LIEUTENANT-GENERAL],0.0,0.0,0.0,0.0,0.0,12.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.13157894736842105
[STUDENT],0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,3.0,2.0,0.0,3.0,0.0,15.0,0.13157894736842105
[HEADQUARTERS],0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,15.0,0.13157894736842105
[SECRETARY],0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,0.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,15.0,0.13157894736842105
[IMMUNITY],0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,2.0,0.0,0.0,5.0,0.0,0.0,15.0,0.13157894736842105
[LICENCE],1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,5.0,0.0,15.0,0.13157894736842105
[CITIZENSHIP],0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,0.0,1.0,4.0,0.0,1.0,15.0,0.13157894736842105
[WAY],0.0,1.0,0.0,1.0,4.0,0.0,0.0,2.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,15.0,0.13157894736842105
[HEAVEN],4.0,0.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,15.0,0.13157894736842105
[NUMBER],1.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,1.0,1.0,15.0,0.13157894736842105
[MEMBER],0.0,1.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,2.0,0.0,0.0,1.0,15.0,0.13157894736842105
[SOVEREIGN],5.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,15.0,0.13157894736842105
[MOMENT],3.0,1.0,2.0,0.0,1.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,15.0,0.13157894736842105
[USE],0.0,1.0,1.0,0.0,2.0,2.0,1.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,15.0,0.13157894736842105
[EXEMPTION],1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,5.0,1.0,1.0,15.0,0.13157894736842105
[BODY],0.0,4.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,0.13157894736842105
[INDULGENCE],1.0,4.0,2.0,0.0,4.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,15.0,0.13157894736842105
[FRIEND],1.0,1.0,0.0,1.0,0.0,0.0,5.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,14.0,0.12280701754385964
