textID,  # words  ,genre,year,title,author,Publication information,Library of Congress classification (NF),FIXED
774124," 38,326 ",NF,1932,Economics of Food Consumption,Edith Hawley,"McGraw-Hill, New York",T,n
774161," 36,908 ",NF,1932,Psychology for Religious Workers,"Lindsay Dewar, Cyril Hudson","Ray Long & Richard R. Smith, Inc., New York",B,n
774173," 41,468 ",NF,1932,Van Loon's Geography: The Story of the World We Live In,Hendrik Willem Van Loon,"Simon and Schuster, New York",G,n
774331," 39,041 ",NF,1932,National Collective Bargaining in the Pottery Industry,David A. McCabe,"The Lord Baltimore Press, Baltimore",H,n
773515," 21,204 ",NF,1933,Communication Agencies and Social Life,Malcolm M. Willey and Stuart A. Rice,"McGraw-Hill Book Company, Inc. New York",H,n
774115," 52,326 ",NF,1933,Language,Leonard Bloomfield,"Henry Holt and Company, New York",P,n
774165," 41,114 ",NF,1933,American History for Colleges,"David Saville Muzzey, John A. Krout","Ginn and Company, Boston",E,n
774364," 43,998 ",NF,1933,Courts and Public Schools,Newton Edwards,"The University of Chicago Press, Chicago",K,n
774382," 42,455 ",NF,1933,The Midway Group of Texas,Julia Gardner,"Johan August Udden Publication, Austin",Q,n
774383," 41,392 ",NF,1933,Elementary Quantitative Analysis: Theory and Practice,"Hobart H. Willard, N. Howell Furman","D. Van Nostrand Company, Inc. New York",Q,n
773644," 22,197 ",NF,1934,The Physical Basis of Things,John A. Eldridge,"McGraw-Hill Book Company, Inc. New York",Q,n
773858," 19,895 ",NF,1934,American Medicine,Henry E. Sigerist,"W.W. Norton & Company, Inc, New York",R,n
773715," 22,502 ",NF,1936,First Adventures in Philosophy,Vergilius Ferm,"Charles Scribner's Sons, New York",B,n
773828," 19,756 ",NF,1936,Scientific Progress,Sir James Jeans et all,"The MacMillan Company, New York",Q,n
774155," 40,257 ",NF,1936,The Great Chain of Being,Arthur O. Lovejoy,"Harper & Brothers Publishers, New York",B,n
774175," 36,024 ",NF,1936,Elements of Geography,"Vernor C. Finch, Glenn T. Trewartha","McGraw-Hil Book Company, Inc.,  New York",G,n
774322," 42,470 ",NF,1936,The Story of the Olympic Games,"John Kieran, Arthur Daley",New York: J. B. Lippincott Company,G,n
774352," 45,173 ",NF,1936,Millions of Dictators,Emil Lengyel,"Funk & Wagnalls Company, New York",H,n
773455," 20,496 ",NF,1937,"Apes, Men, and Morons",Earnest Albert Hooton,"G.P. Putnam's Sons, New York",G,n
773509," 21,770 ",NF,1937,A Colonial Postmaster-General's Reminiscences,Alan Workman,"Grayson and Grayson, London",H,n
773544," 25,045 ",NF,1937,Creative Group Education,S.R. Slavson,"Association Press, New York",L,n
773652," 20,398 ",NF,1937,Structure of the Vertebrates,Malcolm E. Little,"Farrar & Rinehart, Inc. New York",Q,n
773893," 22,995 ",NF,1937,Foods America Gave the World,A. Hyatt Verrill,"L. C. Page & Company, Boston",T,n
773944," 17,700 ",NF,1937,The Cathedrals of England and Wales,T. Francis Bumpus,"T. Werner Laurie, London",N,n
773957," 18,892 ",NF,1937,Serve it Forth,M. F. K. Fisher,"Harper & Brothers Publishers, New York",T,n
774108," 47,128 ",NF,1937,England Goes to Press,Raymond Postgate and Aymer Vallance,"The Bobbs-Merrill Company, Indianapolis",D,n
774134," 39,247 ",NF,1937,Principles of Modern  Education,Frank W. Thomas and Albert R. Lang,"Houghton Mifflin Company, Boston",L,n
774198," 38,609 ",NF,1937,An Inquiry into the Principles of The Good Society,Walter Lippmann,"Boston: Little, Brown and Company",J,n
774199," 42,380 ",NF,1937,Social Philosophies in Conflict,Joseph A. Leighton,"New York: D. Appleton-Century Company, Inc.",J,n
774307," 38,553 ",NF,1937,Your Clothes and Personality,Mildred Graves Ryan,"New York: D. Appleton-Century Company, Inc.",T,n
774338," 44,065 ",NF,1937,Gold of Ophir The China Trade in the Making of America,Sydney Greenbie,"Wilson-Erickson, New York",H,n
774291," 33,994 ",NF,1938,The Tennessee Valley Authority,Clarence Lewis Hodge,New York: Russell & Russell,T,n
774374," 40,657 ",NF,1938,Common Sense in Home Decoration,Carl Maas,"Greenburg: Publisher, New York",N,n
774381," 44,555 ",NF,1938,The Wonder of Words: An Introduction to Language for Everyman,Isaac Goldberg,"D. Appleton-Century Company, New York",P,n
773419," 23,979 ",NF,1939,The Rise of American Naval Power,Harold and Margaret Sprout,"Princeton University Press, Princeton",E,n
773521," 21,202 ",NF,1939,Marriage and the Family,Ray E. Baber,"McGraw-Hill Book Company, Inc. New York",H,n
773625," 20,123 ",NF,1939,Handicrafts of the Southern Highlands,Allen H. Eaton,"Russell Sage Foundatin, New York",N,n
773742," 18,583 ",NF,1939,Christmas Comes Again,John N. Then,"The Bruce Publishing Company, Milwaukee",G,n
773905," 21,575 ",NF,1939,Machines Over Men,Raymond F. Yates,"Frederick A. Stokes Company, New York",T,n
773914," 20,039 ",NF,1939,Bombs Bursting in Air,George Fielding Eliot,"Reynal & Hitchcock, New York",U,n
774251," 39,552 ",NF,1939,Atoms in Action,George Russell Harrison,New York: William Morrow & Company,Q,n
468704," 6,219 ",MAG,1930,If Ramsay MacDonald were an American,Oswald Garrison Villard,Harpers: 1930-02 p. 333-342,,n
468721," 4,825 ",MAG,1930,The death of Chinese civilization,Nathaniel Peffer,Harpers: 1930-03 p. 499-506,,n
468731," 5,139 ",MAG,1930,Molten steel,C.J. Freund,Harpers: 1930-04 p. 572-579,,n
468734," 4,546 ",MAG,1930,Booze and business,Jesse Rainsford Sprague,Harpers: 1930-04 p. 595-602,,n
468750," 5,456 ",MAG,1930,Two childhoods,John Langdon-Davies,Harpers: 1930-05 p. 749-756,,n
468751," 5,363 ",MAG,1930,German women in politics: ,Genevieve Parkhurst,Harpers: 1930-05 p. 757-765,,n
468754," 4,723 ",MAG,1930,Step-Uncle Sam: ,Leslie Roberts,Harpers: 1930-06 p. 20-27,,n
468763," 4,174 ",MAG,1930,Where is aviation?,Francis Walton,Harpers: 1930-06 p. 108-115,,n
468771," 5,880 ",MAG,1930,Must we scrap the family?,Floyd Henry Allport,Harpers: 1930-07 p. 185-194,,n
468773," 6,003 ",MAG,1930,The realities of Zionism,John Gunther,Harpers: 1930-07 p. 202-212,,n
468784," 5,276 ",MAG,1930,The Davis Cup runs over,John Roberts Tunis,Harpers: 1930-08 p. 298-307,,n
468794," 6,436 ",MAG,1930,Founding fathers and straddling sons,Elmer Holmes Davis,Harpers: 1930-09 p. 385-395,,n
468801," 5,619 ",MAG,1930,Who gets the children?,,Harpers: 1930-09 p. 455-463,,n
468803," 5,192 ",MAG,1930,Is history a fraud?,J.B.S. (John Burdon Sanderson) Haldane,Harpers: 1930-09 p. 470-478,,n
468813," 5,282 ",MAG,1930,Wanted: ,Theodore Stearns,Harpers: 1930-10 p. 566-574,,n
468824," 6,256 ",MAG,1930,The despotism of Polly Ross: ,Alice Beal Parsons,Harpers: 1930-11 p. 665-675,,n
468831," 6,573 ",MAG,1930,Missions and the life of Africa,Julian Huxley,Harpers: 1930-11 p. 733-744,,n
220582, 416 ,MAG,1930,[Letters],,Time Magazine: 1930/09/07,,n
220583, 510 ,MAG,1930,Glasses & Dollars,,Time Magazine: 1930/09/07,,n
220584, 246 ,MAG,1930,Minister to Haiti,,Time Magazine: 1930/09/07,,n
220585, 108 ,MAG,1930,The Senate Week,,Time Magazine: 1930/09/07,,n
220586, 151 ,MAG,1930,The House Week,,Time Magazine: 1930/09/07,,n
486531," 2,785 ",MAG,1930,Editorial Paragraphs,,"The Nation: 12/24/1930, Vol. 131 Issue 3416, p691-693, 3p",,n
486532," 3,177 ",MAG,1930,Editorials,,"The Nation: 12/24/1930, Vol. 131 Issue 3416, p694-696, 3p",,n
486533," 2,170 ",MAG,1930,The Power Fight Goes On,"Finney, Ruth","The Nation: 12/24/1930, Vol. 131 Issue 3416, p697-699, 3p",,n
486534," 3,000 ",MAG,1930,Slavery and Forced Labor,"Buell, Raymond Leslie","The Nation: 12/24/1930, Vol. 131 Issue 3416, p699-701, 3p",,n
486536," 5,223 ",MAG,1930,Correspondence,"X. Y. Z.<BR>Stilliman, W. J.","The Nation: 12/8/1870, Vol. 11 Issue 284, p384-387, 4p",,n
486537," 5,402 ",MAG,1930,The Magazines for December,,"The Nation: 12/8/1870, Vol. 11 Issue 284, p389-392, 4p",,n
486538," 3,311 ",MAG,1930,Notes,,"The Nation: 12/8/1870, Vol. 11 Issue 284, p392, 1/2p",,n
486539," 1,439 ",MAG,1930,Books of the Week,,"The Nation: 12/8/1870, Vol. 11 Issue 284, p392-392, 1/8p",,n
486501," 1,203 ",MAG,1930,Holiday Books for the Young-III,,"The Nation: 12/8/1870, Vol. 11 Issue 284, p392-392, 2/3p",,n
486503," 4,849 ",MAG,1930,Editorials,,"The Nation: 12/1/1870, Vol. 11 Issue 283, p360-363, 4p",,n
488062, 725 ,MAG,1930,Contents,,"The Nation: 10/29/1930, Vol. 131 Issue 3408, p457-457, 1/3p",,n
430998," 3,226 ",MAG,1930,Evolution in Reverse,"John H. Bradley, Jr.",Forum: 1930: January: 36-41,,n
430999," 3,768 ",MAG,1930,The Real Power Problem,Martin J. Insull,Forum: 1930: February: 88-94,,n
431000," 1,677 ",MAG,1930,The Romance of Excavation,Arthur Weigall,Reader's Digest: 1930: June: 125-28,,n
431001," 1,241 ",MAG,1930,On Keeping Young,Francis G. Peabody,Reader's Digest: 1930: July: 205-7,,n
431002," 1,218 ",MAG,1930,Literary Parasites,Clarice Lorenz Aiken,Reader's Digest: 1930: August: 304-6,,n
431003," 1,161 ",MAG,1930,Pull Down the Poorhouse,William G. Shepherd,Reader's Digest: 1930: September: 396-98,,n
431004," 1,663 ",MAG,1930,The Unfinished Business of Education,John Erskine,Reader's Digest: 1930: July: 249-52,,n
431005," 5,804 ",MAG,1930,The Nemesis of American Business,Stuart Chase,Harpers: 1930: July: 129-38,,n
431006," 5,061 ",MAG,1930,Mistakes of Moralists,Ralph E. Sockman,Harpers: 1930: December: 72-80,,n
431007," 1,212 ",MAG,1930,Is It Approved by Good Housekeeping Institute?,Katharine A. Fisher,"Good Housekeeping: 1930: January: 82-83,183",,n
431008," 1,243 ",MAG,1930,Happily Married,Vera Connolly,"Good Housekeeping: 1930: April: 30-31, 306",,n
431009," 1,988 ",MAG,1930,Your Voice Gives You Away,Helen Hathaway,"Good Housekeeping: 1930: May: 40-41,176",,n
431010," 1,590 ",MAG,1930,When You Choose the Style of Your House,Dwight James Baum,"Good Housekeeping: 1930: June: 56-57, 183",,n
431012," 5,823 ",MAG,1930,The Business of Giving Away Money,Edwin R. Embree,Harpers: 1930: August: 320-329,,n
431013," 2,893 ",MAG,1930,New Clues to the Mayan Riddle,Michael Mok,"Popular Science: 1930: January: 22-23, 126-128",,n
431014," 7,389 ",MAG,1930,To-day on 'The Yukon Trail of 1898',Amos Burg,National Geographic: 1930: July: 85-126,,n
431015," 3,836 ",MAG,1930,"Pensions, Charity, and Old Age",Walter S. Gifford,Atlantic Monthly: 1930: February: 259-65,,n
431016," 5,981 ",MAG,1930,Objections to Laughter,Robert Lynd,Atlantic Monthly: 1930: March: 334-341,,n
431017," 3,869 ",MAG,1930,"If You Want a Real Vacation, Travel Wisely, And Not too Well",Hendrik Van Loon,"Good Housekeeping: 1930: July: 38-39, 168-173",,n
431018," 5,969 ",MAG,1930,What Is a Wife's Job Today?,M. K. Wisehart,"Good Housekeeping: 1930: August: 34-35, 166-173",,n
431019," 7,347 ",MAG,1930,Are You Happy In Your Work?,Bruce Barton,"Good Housekeeping: 1930: September: 26-27, 248-254",,n
490255," 3,515 ",MAG,1930,Talk of the Town,"Emmet, Pauline",New Yorker: 1930-03-29: p. 11-15,,n
490257," 3,412 ",MAG,1930,Talk of the Town,Taylor,New Yorker: 1930-12-20: p. 13-17,,n
490258," 3,158 ",MAG,1930,Talk of the Town,Cole,New Yorker: 1930-12-27: p. 9-13,,n
490261," 3,267 ",MAG,1931,Talk of the Town,Cooke,New Yorker: 1931-01-17: p. 13-17,,n
490262," 3,453 ",MAG,1931,Talk of the Town,"White, E.B.",New Yorker: 1931-01-24: p. 9-13,,n
490264," 3,493 ",MAG,1931,Talk of the Town,"White, E.B.",New Yorker: 1931-02-07: p. 9-13,,n
490268," 3,450 ",MAG,1931,Talk of the Town,"Ross, Harold",New Yorker: 1931-03-07: p. 17-21,,n
152357, 513 ,MAG,1931,New Plays in Manhattan,,Time Magazine: 1931/01/26,,n
152358, 330 ,MAG,1931,Western Garden?,,Time Magazine: 1931/01/26,,n
152359, 250 ,MAG,1931,Cutten to Canada,,Time Magazine: 1931/01/26,,n
152360, 537 ,MAG,1931,Ominous Oil,,Time Magazine: 1931/01/26,,n
152361, 269 ,MAG,1931,Hudson's Bay Storm,,Time Magazine: 1931/01/26,,n
152362, 485 ,MAG,1931,Deals & Developments,,Time Magazine: 1931/01/26,,n
152363, 336 ,MAG,1931,Personnel,,Time Magazine: 1931/01/26,,n
152364, 485 ,MAG,1931,'Umility v. Hoover,,Time Magazine: 1931/01/26,,n
152365, 194 ,MAG,1931,Leather & Weather,,Time Magazine: 1931/01/26,,n
152366, 516 ,MAG,1931,Lusty Luks,,Time Magazine: 1931/01/26,,n
152367, 290 ,MAG,1931,'Wild Dog' into Preacher,,Time Magazine: 1931/01/26,,n
152368, 235 ,MAG,1931,Icons,,Time Magazine: 1931/01/26,,n
152369, 149 ,MAG,1931,Preserved Preaching,,Time Magazine: 1931/01/26,,n
152370, 241 ,MAG,1931,Leprosy Reminder,,Time Magazine: 1931/01/26,,n
152371, 135 ,MAG,1931,Statistics-of-the-Week,,Time Magazine: 1931/01/26,,n
152372, 144 ,MAG,1931,'Uneasy Feeling',,Time Magazine: 1931/01/26,,n
152373, 325 ,MAG,1931,Birth Control,,Time Magazine: 1931/01/26,,n
152374, 531 ,MAG,1931,Done to a Turn*,,Time Magazine: 1931/01/26,,n
152375, 318 ,MAG,1931,[Miscellany],,Time Magazine: 1931/01/26,,n
152376, 459 ,MAG,1931,Marine King,,Time Magazine: 1931/01/26,,n
152377, 107 ,MAG,1931,Rex's Tarheelia,,Time Magazine: 1931/01/26,,n
152378, 105 ,MAG,1931,Butler's Eight,,Time Magazine: 1931/01/26,,n
152379, 564 ,MAG,1931,Turn Tiddily Tycoon,,Time Magazine: 1931/01/26,,n
152380, 147 ,MAG,1931,Polo Solo,,Time Magazine: 1931/01/26,,n
152456, 306 ,MAG,1931,Love Preferred,,Time Magazine: 1931/03/16,,n
152457, 457 ,MAG,1931,71st's End,,Time Magazine: 1931/03/16,,n
486402, 698 ,MAG,1931,Contents,,"The Nation: 12/30/1931, Vol. 133 Issue 3469, p709-709, 1/5p",,n
486403, 751 ,MAG,1931,Contents,,"The Nation: 12/23/1931, Vol. 133 Issue 3468, p681-681, 1/5p",,n
486404, 731 ,MAG,1931,Contents,,"The Nation: 12/16/1931, Vol. 133 Issue 3467, p653-653, 1/3p",,n
486418," 2,859 ",MAG,1931,Editorial Paragraphs,,"The Nation: 12/30/1931, Vol. 133 Issue 3469, p709-711, 3p",,n
486431," 3,200 ",MAG,1931,Editorials,,"The Nation: 12/30/1931, Vol. 133 Issue 3469, p712-714, 3p",,n
486434," 3,211 ",MAG,1931,Editorials,,"The Nation: 12/23/1931, Vol. 133 Issue 3468, p684-686, 3p",,n
486435," 3,500 ",MAG,1931,If I Were Dictator,"Frank, Glenn","The Nation: 12/23/1931, Vol. 133 Issue 3468, p688-691, 4p",,n
486436," 2,721 ",MAG,1931,Rubber Money and Iron Debts,"Hazlitt, Henry","The Nation: 12/23/1931, Vol. 133 Issue 3468, p691-693, 3p",,n
486437," 2,920 ",MAG,1931,Editorial Paragraphs,,"The Nation: 12/16/1931, Vol. 133 Issue 3467, p653-655, 3p",,n
486438," 3,144 ",MAG,1931,Editorials,,"The Nation: 12/16/1931, Vol. 133 Issue 3467, p656-658, 3p",,n
486439," 2,220 ",MAG,1931,Relief,"Pinchot, Amos","The Nation: 12/16/1931, Vol. 133 Issue 3467, p660-662, 3p",,n
485093, 708 ,MAG,1931,Contents,,"The Nation: 10/28/1931, Vol. 133 Issue 3460, p445-445, 1/3p",,n
445802," 7,723 ",MAG,1931,The royal yard,William Outerson,The Atlantic Monthly: Jul 1931: p. 84,,n
445880," 6,660 ",MAG,1931,Rushing the Cherokee strip,Seth K Humphrey,The Atlantic Monthly: May 1931: p. 566,,n
445884," 7,023 ",MAG,1931,The history of the king bee,Charles D Stewart,The Atlantic Monthly: May 1931: p. 555,,n
445930," 6,605 ",MAG,1931,The flying banker: A cure for care,Francis Vivian Drake,The Atlantic Monthly: Mar 1931: p. 277,,n
445941," 7,218 ",MAG,1931,Brains win and lose: Woodrow Wilson,Gamaliel Bradford,The Atlantic Monthly: Feb 1931: p. 152,,n
445944," 7,011 ",MAG,1931,Europe: A continent in travail,William Martin,The Atlantic Monthly: Feb 1931: p. 237,,n
445975," 7,329 ",MAG,1931,My friends the writers,Edward Weeks,The Atlantic Monthly: Jan 1931: p. 32,,n
456683," 7,038 ",MAG,1931,Hearst,Walter Millis,The Atlantic Monthly: Dec 1931: p. 696,,n
493533," 2,834 ",MAG,1931,Congress and Debt Payments,,"The New Republic: 12/30/31, Vol. 69 Issue 891, p173-175, 3p",,n
493535, 768 ,MAG,1931,The Unwanted Lonely (Poem),"Doren, Mark Van","The New Republic: 12/30/31, Vol. 69 Issue 891, p180-180, 1/6p",,n
493536," 2,885 ",MAG,1931,Unemployment Relief by Business,"Slichter, Sumner H.","The New Republic: 12/30/31, Vol. 69 Issue 891, p181-184, 4p",,n
493545," 1,666 ",MAG,1931,Town Mélange,"Young, Stark","The New Republic: 12/23/31, Vol. 69 Issue 890, p162-164, 3p",,n
493548," 2,075 ",MAG,1931,The Week,,"The New Republic: 12/16/31, Vol. 69 Issue 889, p118-120, 3p",,n
493553," 1,700 ",MAG,1931,Ill: Sunday at Camp Hill,"Fuller, Henry","The New Republic: 12/16/31, Vol. 69 Issue 889, p132-134, 3p",,n
493554," 1,619 ",MAG,1931,Fall and Rise: Theatre Notes,"Young, Stark","The New Republic: 12/16/31, Vol. 69 Issue 889, p135-137, 3p",,n
493556," 2,754 ",MAG,1931,A Postcard from Moscow,"Bliven, Bruct","The New Republic: 12/9/31, Vol. 69 Issue 888, p86-88, 3p",,n
164936, 516 ,MAG,1931,[Letters],,Time Magazine: 1931/01/25,,n
164937, 362 ,MAG,1931,The Hoover Week,,Time Magazine: 1931/01/25,,n
164938, 485 ,MAG,1931,Very Serious Thing,,Time Magazine: 1931/01/25,,n
164939, 473 ,MAG,1931,Great Green Snake,,Time Magazine: 1931/01/25,,n
164940, 509 ,MAG,1931,War Without Profit,,Time Magazine: 1931/01/25,,n
164941, 457 ,MAG,1931,Targets of Economy,,Time Magazine: 1931/01/25,,n
164942, 434 ,MAG,1931,Power Probe: Phase II,,Time Magazine: 1931/01/25,,n
164943, 480 ,MAG,1931,Strikes v. Wage-Cuts,,Time Magazine: 1931/01/25,,n
164944, 122 ,MAG,1931,Grand Sachem,,Time Magazine: 1931/01/25,,n
164945, 465 ,MAG,1931,Mayors' Junket,,Time Magazine: 1931/01/25,,n
164946, 189 ,MAG,1931,Common Practice,,Time Magazine: 1931/01/25,,n
164947, 135 ,MAG,1931,Arizona Overruled,,Time Magazine: 1931/01/25,,n
164948, 464 ,MAG,1931,Forty Years After,,Time Magazine: 1931/01/25,,n
431021," 3,892 ",MAG,1931,We'll Stand Anything,Elmer Davis,Forum: 1931: July: 23-28,,n
431022," 3,789 ",MAG,1931,Bunkers Ahead,Struthers Burt,Forum: 1931: August: 99-103,,n
431023," 1,488 ",MAG,1931,The Real Sherlock Holmes,Vincent Starrett,"Reader's Digest: 1931: January: 823-25, 827",,n
431024," 1,212 ",MAG,1931,The Boom in English Ghosts,T. Porter Wood,Reader's Digest: 1931: February: 886-88,,n
431025," 1,206 ",MAG,1931,The Cult of Ugliness,Myfanwy I. Crawshay,Reader's Digest: 1931: June: 114-16,,n
431026," 1,369 ",MAG,1931,Hindenburg,Harold Nicolson,"Reader's Digest: 1931: September: 416-18, 422",,n
431027," 1,677 ",MAG,1931,Talk of the Town,,Reader's Digest: 1931: August: 319-322,,n
431028," 6,443 ",MAG,1931,Our American Dreyfus Case,Lillian Symes,Harpers: 1931: May: 641-52,,n
431029," 1,359 ",MAG,1931,Jame Addams,Alice Booth,"Good Housekeeping: 1931: January: 18, 163",,n
431030, 832 ,MAG,1931,Debutantes of The Garden,Edward C. Vick,"Good Housekeeping: 1931: February: 114,116",,n
431031," 4,869 ",MAG,1931,Marriages Made in College,Rita S. Halle,"Good Housekeeping: 1931: April: 26-27,226-233",,n
431032," 5,908 ",MAG,1931,The American System in Job-land,Neil Staebler,Harpers: 1931: February: 313-322,,n
431033," 9,192 ",MAG,1931,"Konka Risumgongbra, Holy Mountain of the Outlaws",Joseph F. Rock,National Geographic: 1931: July: 1-65,,n
431034," 6,429 ",MAG,1931,A Hope,Lincoln Hutchinson,Atlantic Monthly: 1931: September: 333-342,,n
431035," 6,394 ",MAG,1931,Wall Street Women,Elizabeth Frazer,"Good Housekeeping: 1931: August: 40-41, 180-185",,n
431036," 3,206 ",MAG,1931,You Lucky Americans!,Frau Albert Einstein,"Good Housekeeping: 1931: August: 34-35, 187-188",,n
431037," 3,870 ",MAG,1931,When You Go to College Don't Leave Your Religion at Home,Dr. Frederick E. Stamm,"Good Housekeeping: 1931: September: 40-41, 236-239",,n
431038," 2,916 ",MAG,1931,America's Twelve Greatest Women: Carrie Chapman Catt,Alice Booth,"Good Housekeeping: 1931: October: 34, 156-163",,n
431039," 7,313 ",MAG,1931,On Mackenzie's Trail to the Polar Sea,Amos Burg,National Geographic: 1931: August: 127-156,,n
431040," 5,888 ",MAG,1931,Madrid Out-of-Doors,Harriet Chalmers Adams,National Geographic: 1931: August: 225-256,,n
486448," 2,928 ",MAG,1931,Editorial Paragraphs,,"The Nation: 12/9/1931, Vol. 133 Issue 3466, p625-627, 3p",,n
486445," 2,284 ",MAG,1931,Call Off The Tariff War!,,"The Nation: 12/16/1931, Vol. 133 Issue 3467, p667-669, 3p",,n
486454," 2,353 ",MAG,1931,If I Were Dictator,"Mumford, Lewis","The Nation: 12/9/1931, Vol. 133 Issue 3466, p631-633, 3p",,n
486441," 2,706 ",MAG,1931,What I Believe,"MacAulay, Rose","The Nation: 12/16/1931, Vol. 133 Issue 3467, p664-666, 3p",,n
220662, 164 ,MAG,1931,Brother to Brother,,Time Magazine: 1931/06/15,,n
220663, 183 ,MAG,1931,In Reno,,Time Magazine: 1931/06/15,,n
220664, 469 ,MAG,1931,Fiat City,,Time Magazine: 1931/06/15,,n
220665, 483 ,MAG,1931,Empire Dust (Cont'd),,Time Magazine: 1931/06/15,,n
220666, 161 ,MAG,1931,'A New Deal',,Time Magazine: 1931/06/15,,n
220667, 431 ,MAG,1931,Governors in Conference,,Time Magazine: 1931/06/15,,n
220668, 469 ,MAG,1931,Elections,,Time Magazine: 1931/06/15,,n
220669, 232 ,MAG,1931,Sister Nations' Spat,,Time Magazine: 1931/06/15,,n
220670, 512 ,MAG,1931,Crown v. Kylsant,,Time Magazine: 1931/06/15,,n
220671, 495 ,MAG,1931,Jewish Birthday,,Time Magazine: 1931/06/15,,n
220672, 485 ,MAG,1931,Fighting for Fatherland,,Time Magazine: 1931/06/15,,n
220673, 370 ,MAG,1931,Empress of Space!,,Time Magazine: 1931/06/15,,n
220674, 452 ,MAG,1931,Bennett Budget,,Time Magazine: 1931/06/15,,n
220675, 500 ,MAG,1931,Eat Mussolini?,,Time Magazine: 1931/06/15,,n
220676, 198 ,MAG,1931,Republic's Week,,Time Magazine: 1931/06/15,,n
220677, 254 ,MAG,1931,Dear White House Friend,,Time Magazine: 1931/06/15,,n
220678, 478 ,MAG,1931,Christian Daily,,Time Magazine: 1931/06/15,,n
220679, 490 ,MAG,1931,Names in the News,,Time Magazine: 1931/06/15,,n
220680, 461 ,MAG,1931,Vice Presidents for Opera,,Time Magazine: 1931/06/15,,n
220681, 301 ,MAG,1931,New Cleveland Magazine,,Time Magazine: 1931/06/15,,n
220682, 399 ,MAG,1931,Exeter's 150th,,Time Magazine: 1931/06/15,,n
220683, 511 ,MAG,1931,Jobs,,Time Magazine: 1931/06/15,,n
220684, 372 ,MAG,1931,Kudos,,Time Magazine: 1931/06/15,,n
220685, 484 ,MAG,1931,Sweeps,,Time Magazine: 1931/06/15,,n
491000," 5,509 ",MAG,1931,CARIBBEAN INVESTMENTS,"Payne, Will","Saturday Evening Post: 1/3/1931, Vol. 203 Issue 27, p23-112, 5p, 1 cartoon",,n
491011," 7,860 ",MAG,1931,PORTRAIT OF A PRESIDENT,"Irwin, Will","Saturday Evening Post: 1/17/1931, Vol. 203 Issue 29, p6-90, 5p",,n
491021," 8,277 ",MAG,1931,OUR ASIATIC ATTRIBUTE,"Garrett, Garet","Saturday Evening Post: 1/24/1931, Vol. 203 Issue 30, p3-94, 8p",,n
