textID,  # words  ,genre,year,title,author,Publication information,Library of Congress classification (NF),FIXED
773767,"34,173",NF,1964,Rail and Road in East Africa: Transport Coordination in Under-Developed Countries,Arthur Hazelwood,"Basil Blackwell, Oxford",H,y
773739," 23,104 ",NF,1965,"Death, Grief, and Mourning",Geoffrey Gorer,"Doubleday & Company, Inc., Garden City",G,n
773820," 18,111 ",NF,1965,"Science, The Never-ending Quest",William C. Vergara,Harper & Row Publishers New York,Q,n
773827," 20,459 ",NF,1965,The Scientific Estate,Don K. Price,"The Belknap Press of Harvard University Press, Cambridge",Q,n
773901," 22,839 ",NF,1965,Canorama of a Chemist,Edward F. Kohman,"Exposition Press, New York",T,n
773954," 19,020 ",NF,1965,$$$ and Sense,Ella Gale,"Fleet Publishing Corporation, New York",T,n
773962," 19,700 ",NF,1965,Careers in Catering and Domestic Science,Bethea Creese,"The Bodley Head, London",T,n
774205," 39,959 ",NF,1965,The Stages of Political Development,A. F. K. Organski,New York: Alfred A. Knopf,J,n
774283," 40,121 ",NF,1965,Critical Path Methods in Construction Practice,"James M. Antill, Ronald W. Woodhead",New York: Wiley-Interscience,T,n
774335," 57,499 ",NF,1965,The Stationary Economy,J. E. Meade,"Aldine Publishing Company, Chicago",H,n
773427,"19,412",NF,1965,"The Myth of the New History"": The Techniques and Tactics of the New Mythologist of American History",David L. Hoggan,"The Craig Press, New Jersey",E,y
773713," 21,757 ",NF,1966,Metaphysics of Natural Complexes,Justus Buchler,"Columbia University Press, New York",B,n
774046," 17,778 ",NF,1966,The Cautionary Scientists,Kenneth S. Davis,"G. P. Putnam's Sons, New York",Q,n
774281," 44,024 ",NF,1966,Tatnall on Testing,F. G. Tatnall,"Metals Park, Ohio: American Society for Metals",T,n
773667," 19,277 ",NF,1967,Structure and Habit in Vertebrate Evolution,G.S. Carter,"University of Washington Press, Seattle",Q,n
773779," 43,681 ",NF,1967,The Principle of Politics,J.R. Lucas,Oxford University Press 1966,J,n
773873," 18,443 ",NF,1967,The Music of the Jews,Aron Marko Rothmuller,"South Brunswick, New York",M,n
774100," 49,013 ",NF,1967,A World History,William H. McNeill,"Oxford University Press, New York",D,n
774106," 53,303 ",NF,1967,The English,Norman Cantor,"Simon and Schuster, New York",D,n
774128," 43,184 ",NF,1967,Quantity Food Sanitation,Karla Longree,"Interscience Publishers, New York",T,n
774149," 40,899 ",NF,1967,Perception and Personal Identity,"Norman S. Care, Robert H. Grimm","Case Western Reserve University Press, Cleveland Ohio",B,n
774169," 41,814 ",NF,1967,Interpretations of American History,"Gerald N. Grob, George Athan Billias","The Free Press, New York",E,n
773433," 28,450 ",NF,1968,An Outline History of the World,H.A. Davies,"Oxford University Press, London",D,n
773543," 22,530 ",NF,1968,Educative Teaching,Margaret Mackie,"Angus and Robertson, Sydney Australia",L,n
773554," 20,739 ",NF,1968,Conduct and Conscience: the Socialization of Internalized Control over Behavior,Justin Aronfreed,"Academic Press, Inc. New York",H,n
773568," 22,810 ",NF,1968,The Communists and Peace,Jean-Paul Sarte,"George Braziller, New York",J,n
773613," 20,981 ",NF,1968,Everyman His Own Poet,A.D. van Nostrand,"McGraw-Hill Book Company, Inc. New York",P,n
773717," 34,529 ",NF,1968,An Introduction to Advanced Geography,"E. W. H. Briault, J. H. Hubbard","American Elsevier Publishing Company, New York",G,n
774136," 53,690 ",NF,1968,"A History of Broadcasting in the United States, Volume II 1933-1953",Erik Barnouw,"Oxford University Press, New York",H,n
773553," 18,738 ",NF,1969,The Family: An Introduction,C.C. Harris,"Praeger Publishers, New York",H,n
773569," 21,902 ",NF,1969,Politics in Modern Greece,Keith R. Legg,"Stanford University Press, Stanford",J,n
773570," 20,313 ",NF,1969,The Cause: A Short History of the Women's Movement in Great Birtain,Raqy Strachey,"Kennikat Press, Port Washington, NY",J,n
774022," 37,356 ",NF,1969,The Study of Sociology,Herbert Spencer,The University of Michigan Press,H,n
774135," 48,328 ",NF,1969,Schools Withotu Failure,William Glasser,"Harper & Row, New York",L,n
774285," 41,211 ",NF,1969,Partners In Science,Eric Robinson and Douglas McKie,Cambridge: Harvard University Press,T,n
774314," 39,362 ",NF,1969,The Art of Blacksmithing,Alex W. Bealer,New York: Funk & Wagnalls,T,n
774361," 44,844 ",NF,1969,History: The Last Things Before the Last,Siegfried Kracauer,"Oxford University Press, New York",D,n
774368," 43,792 ",NF,1969,An Act of Congress: The Legislative Process and the Making of the Education Policy,Eugene Eidenberg and Roy D. Morey,"W. W. Norton & Company. Inc., New York",K,n
494764," 2,393 ",MAG,1960,The Archbishiop's Quest,"O'Donovan, Patrick","The New Republic: 12/26/60, Vol. 143 Issue 27, p11-13, 3p",,n
494774," 2,566 ",MAG,1960,Africa and the Kennedy Era,"Kitchen, Helen","The New Republic: 12/12/60, Vol. 143 Issue 25, p17-19, 3p",,n
494776," 1,059 ",MAG,1960,The Silence of Flanders,"Getlein, Frank","The New Republic: 12/12/60, Vol. 143 Issue 25, p28-30, 3p",,n
494767," 1,921 ",MAG,1960,If France Is Condemned,"Daniel, Jean","The New Republic: 12/19/60, Vol. 143 Issue 26, p11-13, 3p",,n
494769," 3,384 ",MAG,1960,Planning for Growth-A Critical Comment,"Cloos, George W.","The New Republic: 12/19/60, Vol. 143 Issue 26, p13-16, 4p",,n
494772," 1,699 ",MAG,1960,Eisenhower The Good,"Harsch, Joseph C.","The New Republic: 12/12/60, Vol. 143 Issue 25, p13-15, 3p",,n
494789," 2,292 ",MAG,1960,Save the Electoral College,"Tyler, Gus","The New Republic: 11/28/60, Vol. 143 Issue 23, p15-17, 3p",,n
494790," 3,187 ",MAG,1960,A Voice from the Grave,"Wain, John","The New Republic: 11/28/60, Vol. 143 Issue 23, p19-19, 4p",,n
494791, 758 ,MAG,1960,The Vials (Poem),"Bock, Frederick","The New Republic: 11/28/60, Vol. 143 Issue 23, p22-22, 1/6p",,n
494793," 1,253 ",MAG,1960,The Endless Study,"Dupont, M. M.","The New Republic: 11/28/60, Vol. 143 Issue 23, p30-32, 3p",,n
494795," 1,280 ",MAG,1960,"American Mission, Redefined","Finer, Herman","The New Republic: 11/28/60, Vol. 143 Issue 23, p36-38, 3p",,n
494800," 3,518 ",MAG,1960,Caucasian Diary,"Laqueur, Walter Z.","The New Republic: 11/21/60, Vol. 143 Issue 22, p11-14, 4p",,n
494801," 2,183 ",MAG,1960,Eichmann and the Problem of Justice,"Playfair, Giles","The New Republic: 11/21/60, Vol. 143 Issue 22, p15-17, 3p",,n
494825," 4,418 ",MAG,1960,THE WEEK,,"The New Republic: 11/14/60, Vol. 143 Issue 21, p1-7, 6p",,n
246902, 359 ,MAG,1960,Rigging the Bids?,,Time Magazine: 1960/02/29,,n
246903, 221 ,MAG,1960,Brunswick Finds a Boatbuilder,,Time Magazine: 1960/02/29,,n
246904, 471 ,MAG,1960,HOW TO SELL OVERSEAS,,Time Magazine: 1960/02/29,,n
246905, 475 ,MAG,1960,Curtains for the Roxy,,Time Magazine: 1960/02/29,,n
246906, 494 ,MAG,1960,The Mail Order King,,Time Magazine: 1960/02/29,,n
246907, 493 ,MAG,1960,Stock Selling in Liberia,,Time Magazine: 1960/02/29,,n
246908, 230 ,MAG,1960,Ends Against the Middle,,Time Magazine: 1960/02/29,,n
246909, 216 ,MAG,1960,New Products,,Time Magazine: 1960/02/29,,n
246910, 379 ,MAG,1960,[Milestones],,Time Magazine: 1960/02/29,,n
246911, 338 ,MAG,1960,As She Lay Dying,,Time Magazine: 1960/02/29,,n
246912, 528 ,MAG,1960,Death to Taxes!,,Time Magazine: 1960/02/29,,n
246913, 419 ,MAG,1960,A Room of One's Own,,Time Magazine: 1960/02/29,,n
246914, 530 ,MAG,1960,Murderer's Musings,,Time Magazine: 1960/02/29,,n
245103, 216 ,MAG,1960,Back to Books?,,Time Magazine: 1960/02/15,,n
245104, 299 ,MAG,1960,For Hip Hosts,,Time Magazine: 1960/02/15,,n
245105, 337 ,MAG,1960,Squints & Slaps,,Time Magazine: 1960/02/15,,n
245106, 561 ,MAG,1960,The Frostbitten,,Time Magazine: 1960/02/15,,n
245107, 289 ,MAG,1960,Three Steps Forward,,Time Magazine: 1960/02/15,,n
245108, 429 ,MAG,1960,New Plays on Broadway,,Time Magazine: 1960/02/15,,n
245109, 475 ,MAG,1960,Man of Influence,,Time Magazine: 1960/02/15,,n
245110, 482 ,MAG,1960,The New Pictures,,Time Magazine: 1960/02/15,,n
245111, 413 ,MAG,1960,Moslems v. Billy,,Time Magazine: 1960/02/15,,n
245112, 104 ,MAG,1960,Un-lnternational Catholics?,,Time Magazine: 1960/02/15,,n
247705, 378 ,MAG,1960,[A Letter From The Publisher],,Time Magazine: 1960/06/06,,n
247706, 336 ,MAG,1960,What About the Future?,,Time Magazine: 1960/06/06,,n
247707, 429 ,MAG,1960,Pursuit of Peace,,Time Magazine: 1960/06/06,,n
247708, 332 ,MAG,1960,Fireworks Foregone,,Time Magazine: 1960/06/06,,n
247709, 377 ,MAG,1960,TOWARD OPEN SOCIETIES,,Time Magazine: 1960/06/06,,n
247710, 296 ,MAG,1960,No Answer,,Time Magazine: 1960/06/06,,n
247711, 202 ,MAG,1960,Red Alert,,Time Magazine: 1960/06/06,,n
247712, 280 ,MAG,1960,Maiming Amendment,,Time Magazine: 1960/06/06,,n
247800, 478 ,MAG,1960,The Winter-Garden Summit,,Time Magazine: 1960/11/21,,n
247801, 385 ,MAG,1960,COMMUNIST RIVALS,,Time Magazine: 1960/11/21,,n
247802, 504 ,MAG,1960,New Course,,Time Magazine: 1960/11/21,,n
247803, 334 ,MAG,1960,Plain Talk,,Time Magazine: 1960/11/21,,n
247804, 500 ,MAG,1960,Revolt at Dawn,,Time Magazine: 1960/11/21,,n
247805, 442 ,MAG,1960,The Fragrant Harbor,,Time Magazine: 1960/11/21,,n
247806, 453 ,MAG,1960,Le Bon Blanc,,Time Magazine: 1960/11/21,,n
247807, 448 ,MAG,1960,Backlands Bolshevism,,Time Magazine: 1960/11/21,,n
247808, 321 ,MAG,1960,Cutting Air Fares,,Time Magazine: 1960/11/21,,n
247809, 513 ,MAG,1960,[People],,Time Magazine: 1960/11/21,,n
247810, 488 ,MAG,1960,On the Nose,,Time Magazine: 1960/11/21,,n
247811, 306 ,MAG,1960,How Nerves Work,,Time Magazine: 1960/11/21,,n
247812, 318 ,MAG,1960,Teachers' Strike,,Time Magazine: 1960/11/21,,n
203256, 353 ,MAG,1960,Market Puzzle,,Time Magazine: 1960/02/01,,n
203257, 291 ,MAG,1960,Help for Commuters,,Time Magazine: 1960/02/01,,n
203258, 231 ,MAG,1960,"Wonderful, but..",,Time Magazine: 1960/02/01,,n
203259, 294 ,MAG,1960,Steady Rise in Earnings,,Time Magazine: 1960/02/01,,n
203260, 265 ,MAG,1960,[Time Clock],,Time Magazine: 1960/02/01,,n
203261, 85 ,MAG,1960,The Horsepower Race,,Time Magazine: 1960/02/01,,n
203262, 344 ,MAG,1960,Hail to the Chief,,Time Magazine: 1960/02/01,,n
203263, 229 ,MAG,1960,A Lucky Strike,,Time Magazine: 1960/02/01,,n
203264, 486 ,MAG,1960,Textiles' Turnabout Tycoon,,Time Magazine: 1960/02/01,,n
203265, 520 ,MAG,1960,New Start for Sugar,,Time Magazine: 1960/02/01,,n
203266, 382 ,MAG,1960,Changes of the Week,,Time Magazine: 1960/02/01,,n
203267, 196 ,MAG,1960,Read Any Good Books Lately?,,Time Magazine: 1960/02/01,,n
203268, 412 ,MAG,1960,Invasion of Britain,,Time Magazine: 1960/02/01,,n
203356, 506 ,MAG,1960,Pioneer Pathologist,,Time Magazine: 1960/03/28,,n
203357, 452 ,MAG,1960,Off Broadway,,Time Magazine: 1960/03/28,,n
203358, 440 ,MAG,1960,[Letters],,Time Magazine: 1960/04/11,,n
203359, 412 ,MAG,1960,[Miscellany],,Time Magazine: 1960/04/11,,n
203360, 369 ,MAG,1960,[A Letter From The Publisher],,Time Magazine: 1960/04/11,,n
203361, 494 ,MAG,1960,Toward Disarmament?,,Time Magazine: 1960/04/11,,n
203362, 463 ,MAG,1960,A TEST-BAN PRIMER,,Time Magazine: 1960/04/11,,n
203363, 438 ,MAG,1960,Might for Rights,,Time Magazine: 1960/04/11,,n
203364, 169 ,MAG,1960,Election-Year Casualty,,Time Magazine: 1960/04/11,,n
203365, 167 ,MAG,1960,Pension Winds,,Time Magazine: 1960/04/11,,n
203366, 75 ,MAG,1960,Cranberries Redeemed,,Time Magazine: 1960/04/11,,n
203367, 492 ,MAG,1960,"Veep, Anyone?",,Time Magazine: 1960/04/11,,n
203368, 487 ,MAG,1960,Safe from Tigers?,,Time Magazine: 1960/04/11,,n
203456, 537 ,MAG,1960,Blood & Bayonets,,Time Magazine: 1960/04/25,,n
203457, 427 ,MAG,1960,"Where Lately the Jaguar Screamed, a Metropolis Now Unfolds",,Time Magazine: 1960/04/25,,n
203458, 162 ,MAG,1960,Back to the Sierra Maestro,,Time Magazine: 1960/04/25,,n
203459, 454 ,MAG,1960,[People],,Time Magazine: 1960/04/25,,n
203460, 528 ,MAG,1960,Lighting the Candlestick,,Time Magazine: 1960/04/25,,n
203461, 269 ,MAG,1960,The Goose Flies High,,Time Magazine: 1960/04/25,,n
203462, 492 ,MAG,1960,'To Wish Is a Big Thing',,Time Magazine: 1960/04/25,,n
203463, 173 ,MAG,1960,Top to Bottom,,Time Magazine: 1960/04/25,,n
203464, 501 ,MAG,1960,New Openings on Broadway,,Time Magazine: 1960/04/25,,n
203465, 509 ,MAG,1960,Rapid Transit,,Time Magazine: 1960/04/25,,n
203466, 456 ,MAG,1960,'The Sound of Security',,Time Magazine: 1960/04/25,,n
203467, 129 ,MAG,1960,Bit Talk,,Time Magazine: 1960/04/25,,n
203468, 248 ,MAG,1960,Dry Space Run,,Time Magazine: 1960/04/25,,n
203556, 446 ,MAG,1960,Sam's Comeback,,Time Magazine: 1960/08/02,,n
203557, 280 ,MAG,1960,Drugs & Drums,,Time Magazine: 1960/08/02,,n
203558, 340 ,MAG,1960,"Hard Water, Soft Arteries?",,Time Magazine: 1960/08/02,,n
203559, 528 ,MAG,1960,Too Many Polio Vaccines?,,Time Magazine: 1960/08/02,,n
203560, 164 ,MAG,1960,A Good Word for Stress,,Time Magazine: 1960/08/02,,n
203561, 499 ,MAG,1960,The Vocal Girls,,Time Magazine: 1960/08/02,,n
203562, 532 ,MAG,1960,The Local Boys,,Time Magazine: 1960/08/02,,n
203563, 185 ,MAG,1960,The Tyranny of the Abstract,,Time Magazine: 1960/08/02,,n
203564, 435 ,MAG,1960,New Play on Broadway,,Time Magazine: 1960/08/02,,n
203565, 371 ,MAG,1960,Old Play Off Broadway,,Time Magazine: 1960/08/02,,n
203566, 510 ,MAG,1960,[Milestones],,Time Magazine: 1960/08/02,,n
203567, 239 ,MAG,1960,Record Output,,Time Magazine: 1960/08/02,,n
203568, 485 ,MAG,1960,Rites of Spring,,Time Magazine: 1960/08/02,,n
203656, 508 ,MAG,1960,Nikita & the RB-47,,Time Magazine: 1960/10/25,,n
203657, 413 ,MAG,1960,Jungle Shipwreck,,Time Magazine: 1960/10/25,,n
203658, 481 ,MAG,1960,The Loner,,Time Magazine: 1960/10/25,,n
203659, 443 ,MAG,1960,Migration of the Hairy Legs,,Time Magazine: 1960/10/25,,n
203660, 450 ,MAG,1960,Separate Roads,,Time Magazine: 1960/10/25,,n
204855, 486 ,MAG,1960,Free Press Gone Wrong,,Time Magazine: 1960/06/27,,n
204856, 245 ,MAG,1960,Bargain for Sam,,Time Magazine: 1960/06/27,,n
204857, 463 ,MAG,1960,Cosi,,Time Magazine: 1960/06/27,,n
204858, 359 ,MAG,1960,[Miscellany],,Time Magazine: 1960/06/27,,n
204859, 513 ,MAG,1960,Comeback at Cherry Hills,,Time Magazine: 1960/06/27,,n
204860, 562 ,MAG,1960,Atlas Come to Life,,Time Magazine: 1960/06/27,,n
204861, 543 ,MAG,1960,Erratic Superstar,,Time Magazine: 1960/06/27,,n
204862, 140 ,MAG,1960,Scoreboard,,Time Magazine: 1960/06/27,,n
204863, 126 ,MAG,1960,Silver Standard,,Time Magazine: 1960/06/27,,n
204864, 460 ,MAG,1960,Time of the Tapeworm,,Time Magazine: 1960/06/27,,n
204865, 407 ,MAG,1960,Behind the Fagade,,Time Magazine: 1960/06/27,,n
204866, 511 ,MAG,1960,"Policeman, Midwife, Bastard",,Time Magazine: 1960/06/27,,n
204867, 487 ,MAG,1960,Monks in Concrete,,Time Magazine: 1960/06/27,,n
491857," 3,857 ",MAG,1960,The Case of the ANGRY ACTOR,"Jennings, Dean","Saturday Evening Post: 2/20/1960, Vol. 232 Issue 34, p39-98, 5p",,n
491861," 4,455 ",MAG,1960,Deadbeats Are My Business,"Wyden, Peter","Saturday Evening Post: 2/27/1960, Vol. 232 Issue 35, p19-46, 5p",,n
491793," 5,170 ",MAG,1960,I Saw What Makes Communism Work,"Alsop, Stewart","Saturday Evening Post: 2/13/1960, Vol. 232 Issue 33, p40-102, 6p",,n
491692," 5,031 ",MAG,1960,The Strange Case of West Virginia,"Tunley, Roul","Saturday Evening Post: 2/6/1960, Vol. 232 Issue 32, p19-66, 6p",,n
491697," 4,048 ",MAG,1960,I Saw What Makes Communism Work,"Alsop, Stewart","Saturday Evening Post: 2/6/1960, Vol. 232 Issue 32, p24-89, 5p",,n
491715," 5,347 ",MAG,1960,Is the Noise Getting You Down?,"Brecher, Ruth<BR>Brecher, Edward","Saturday Evening Post: 2/6/1960, Vol. 232 Issue 32, p32-74, 5p",,n
491721," 5,594 ",MAG,1960,How Hector Heckles Washington,"Martin, Horold H.","Saturday Evening Post: 2/6/1960, Vol. 232 Issue 32, p36-72, 5p",,n
491734," 5,145 ",MAG,1960,Can Democracy Survive?,"Parkinson, C. Northcote","Saturday Evening Post: 2/6/1960, Vol. 232 Issue 32, p38-51, 5p",,n
491646," 4,546 ",MAG,1960,The Difference Between Black and White,"Mathews, Marcia M.","Saturday Evening Post: 1/16/1960, Vol. 232 Issue 29, p13-57, 5p",,n
491648," 5,184 ",MAG,1960,BOWLING IS BOOMING,"Baum, Arthur W.","Saturday Evening Post: 1/16/1960, Vol. 232 Issue 29, p20-77, 5p",,n
491660," 5,129 ",MAG,1960,The Prospects of Candidate Kennedy,"Smith Jr., Beverly<SUP>1</SUP>","Saturday Evening Post: 1/23/1959, Vol. 232 Issue 30, p26-72, 5p",,n
491665," 5,234 ",MAG,1960,I Saw What Makes Communism Work,"Alsop, Stewart","Saturday Evening Post: 1/30/1960, Vol. 232 Issue 31, p13-80, 5p",,n
491669," 5,873 ",MAG,1960,I CALL ON PRINCESS GRACE,"Martin, Pete","Saturday Evening Post: 1/30/1960, Vol. 232 Issue 31, p26-94, 5p",,n
491599," 7,007 ",MAG,1960,Lonely Tony Perkins,"Johnson, Robert","Saturday Evening Post: 1/9/1960, Vol. 232 Issue 28, p25-54, 5p",,n
491580," 4,474 ",MAG,1960,OUR URBAN REVOLUTION,"Martin, Harold H.","Saturday Evening Post: 1/9/1960, Vol. 232 Issue 28, p26-79, 5p",,n
491575," 4,460 ",MAG,1960,The False Images of Science,"Holton, Gerald","Saturday Evening Post: 1/9/1960, Vol. 232 Issue 28, p18-72, 5p",,n
491552," 5,689 ",MAG,1960,The Jerry Giesler Story My Private Life,"Giesler, Jerry<BR>Martin, Pete","Saturday Evening Post: 1/2/1960, Vol. 232 Issue 27, p25-74, 5p",,n
491570," 4,915 ",MAG,1960,The Ordeal of the OHIO,"Robertson, Terence","Saturday Evening Post: 1/9/1960, Vol. 232 Issue 28, p14-77, 5p",,n
491547," 6,624 ",MAG,1960,OUR URBAN REVOLUTION PART ONE Are We Building a City 600 Miles Long?,"Martin, Harold H.","Saturday Evening Post: 1/2/1960, Vol. 232 Issue 27, p13-79, 6p",,n
491785," 5,295 ",MAG,1960,TV's Most Provocative Show,"Frank, Stanley","Saturday Evening Post: 2/13/1960, Vol. 232 Issue 33, p36-62, 6p",,n
491779," 6,248 ",MAG,1960,The Shaming of Broken Horn,"Gulick, Bill","Saturday Evening Post: 2/13/1960, Vol. 232 Issue 33, p24-97, 5p",,n
477536," 6,166 ",MAG,1960,The missile mess,Frank Gibney,Harpers: 1960-01 p. 38-45,,n
477559," 6,306 ",MAG,1960,How to choose a psychiatrist,Maya Pines,Harpers: 1960-03 p. 33-41,,n
477560," 5,210 ",MAG,1960,How Stalin ruined the American Communist Party,Earl Browder,Harpers: 1960-03 p. 45-51,,n
477569," 3,882 ",MAG,1960,"Private life among the foreigners, Americans, and criminals",Paul Murphy Pickrel,Harpers: 1960-05 p. 93-101,,n
477577," 5,293 ",MAG,1960,San Francisco rebuilds again,Allan Temko,Harpers: 1960-04 p. 51-59,,n
477587," 3,311 ",MAG,1960,But is it deductible?,Ralph Lee Smith,Harpers: 1960-05 p. 14-23,,n
477591," 4,505 ",MAG,1960,Harold Arlen: ,William Knowlton Zinsser,Harpers: 1960-05 p. 42-47,,n
477599," 2,386 ",MAG,1960,Death of a giant,John Fischer,Harpers: 1960-06 p. 14-22,,n
477606," 4,441 ",MAG,1960,Massachusetts General: ,Frances Burns,Harpers: 1960-06 p. 60-66,,n
477607," 5,157 ",MAG,1960,How to rescue New York from its Port Authority,Edward T. Chase,Harpers: 1960-06 p. 67-74,,n
477616," 6,280 ",MAG,1960,World's fairs: ,George Ross Leighton,Harpers: 1960-07 p. 27-37,,n
477627," 6,379 ",MAG,1960,Christ under communism: ,Milton Sanford Mayer,Harpers: 1960-08 p. 29-37,,n
477630," 5,455 ",MAG,1960,America the expendable,Charlton Ogburn,Harpers: 1960-08 p. 56-64,,n
477636," 2,435 ",MAG,1960,Not really a sin,John Fischer,Harpers: 1960-09 p. 12-19,,n
477667," 4,312 ",MAG,1960,Do you really want a family doctor?,David D. Rutstein,Harpers: 1960-10 p. 144-150,,n
477669," 4,640 ",MAG,1960,Tomorrow's hospitals,Martin Cherkasky,Harpers: 1960-10 p. 158-165,,n
477677," 5,052 ",MAG,1960,State of the theatre: ,Henry Brandon,Harpers: 1960-11 p. 63-69,,n
477687," 5,623 ",MAG,1960,"“Listen, Yankee”: ",C. Wright (Charles Wright) Mills,Harpers: 1960-12 p. 31-37,,n
477689," 5,615 ",MAG,1960,Repertory fever,Robert Sanford Brustein,Harpers: 1960-12 p. 44-51,,n
488227," 1,812 ",MAG,1960,Editorials,,"The Nation: 10/29/1960, Vol. 191 Issue 14, p317-319, 3p",,n
488228," 2,904 ",MAG,1960,California's Cool Debate,"Carney, Francis M.","The Nation: 10/29/1960, Vol. 191 Issue 14, p320-322, 3p",,n
442436," 6,513 ",MAG,1960,Charles De Gualle the last romantic,Curtis Cate,The Atlantic Monthly: Nov 1960: p. 56,,n
442461," 8,182 ",MAG,1960,The boy and man from Sauk Centre,Dorothy Thompson,The Atlantic Monthly: Nov 1960: p. 39,,n
267649, 540 ,MAG,1960,The Vagrant MIG,,Time Magazine: 1960/03/21,,n
267650, 485 ,MAG,1960,The Ugly & the Beautiful,,Time Magazine: 1960/03/21,,n
267651, 404 ,MAG,1960,Patience Sorely Tried,,Time Magazine: 1960/03/21,,n
267652, 471 ,MAG,1960,An Ike-Assisted Take-Off,,Time Magazine: 1960/03/21,,n
267653, 238 ,MAG,1960,Under the Banyan Tree,,Time Magazine: 1960/03/21,,n
267654, 465 ,MAG,1960,[People],,Time Magazine: 1960/03/21,,n
267655, 477 ,MAG,1960,Who's a Good Parent?,,Time Magazine: 1960/03/21,,n
267656, 505 ,MAG,1960,Search for Professors,,Time Magazine: 1960/03/21,,n
267743, 430 ,MAG,1960,Obscenity & Morals,,Time Magazine: 1960/03/16,,n
267744, 287 ,MAG,1960,Stained Glass for Labor,,Time Magazine: 1960/03/16,,n
267745, 474 ,MAG,1960,An Island in Society,,Time Magazine: 1960/03/16,,n
267746, 526 ,MAG,1960,The Flight of the Dimbleby,,Time Magazine: 1960/03/16,,n
267747, 443 ,MAG,1960,Musical Pairs,,Time Magazine: 1960/03/16,,n
267748, 529 ,MAG,1960,The Man Who Sold Parsley,,Time Magazine: 1960/03/16,,n
267749, 295 ,MAG,1960,Mississippi Mud,,Time Magazine: 1960/03/16,,n
267750, 467 ,MAG,1960,One of the Gang,,Time Magazine: 1960/03/16,,n
267751, 164 ,MAG,1960,Can You Budge the System?,,Time Magazine: 1960/03/16,,n
267752, 358 ,MAG,1960,The Wandering Armenian,,Time Magazine: 1960/03/16,,n
267753, 423 ,MAG,1960,Migratory Conductors,,Time Magazine: 1960/03/16,,n
267754, 483 ,MAG,1960,The Years Without Ross,,Time Magazine: 1960/03/16,,n
267755, 491 ,MAG,1960,The Birmingham Story,,Time Magazine: 1960/03/16,,n
267843, 213 ,MAG,1960,[Time Clock],,Time Magazine: 1960/10/03,,n
267844, 419 ,MAG,1960,The Call of the Future,,Time Magazine: 1960/10/03,,n
